relative_path,git_status,extension,staged_size_bytes,category,security_status,large_file_status,submission_zip_status,note
frontend/src/assets/baro-login-logo.png,A,.png,230455,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/assets/react.svg,A,.svg,4126,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/assets/vite.svg,A,.svg,8709,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/domain/.gitkeep,A,,0,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/hooks/.gitkeep,A,,0,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/index.css,A,.css,1898,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/main.jsx,A,.jsx,321,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/mobile/.gitkeep,A,,0,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/shared/.gitkeep,A,,0,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/shared/airlineBranding.js,A,.js,2993,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/shared/config/theme.js,A,.js,477,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/store/.gitkeep,A,,0,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/store/AuthContext.jsx,A,.jsx,1393,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/auth/.gitkeep,A,,0,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/auth/kakao.js,A,.js,1085,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/components/.gitkeep,A,,0,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/components/BottomBar.jsx,A,.jsx,2350,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/components/BottomBar.module.css,A,.css,524,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/components/DatePicker.jsx,A,.jsx,4998,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/components/DatePicker.module.css,A,.css,2489,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/components/DrawerMenu.jsx,A,.jsx,2116,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/components/DrawerMenu.module.css,A,.css,2036,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/components/FlightCard.jsx,A,.jsx,5660,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/components/FlightCard.module.css,A,.css,4167,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/components/RoundTripCard.jsx,A,.jsx,8693,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/components/RoundTripCard.module.css,A,.css,5478,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/.gitkeep,A,,0,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/AuthCallbackPage.jsx,A,.jsx,1422,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/AuthCallbackPage.module.css,A,.css,451,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/CardDetailPage.jsx,A,.jsx,31043,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/CardDetailPage.module.css,A,.css,7869,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/HomePage.jsx,A,.jsx,7192,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/HomePage.module.css,A,.css,4567,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/LoginPage.jsx,A,.jsx,1456,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/LoginPage.module.css,A,.css,1325,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/ModelInfoPage.jsx,A,.jsx,14177,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/ModelInfoPage.module.css,A,.css,3465,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/SavedListPage.jsx,A,.jsx,3044,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/SavedListPage.module.css,A,.css,1921,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/SearchDetailPage.jsx,A,.jsx,17027,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/SearchDetailPage.module.css,A,.css,2304,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/SearchResultPage.jsx,A,.jsx,84385,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/SearchResultPage.module.css,A,.css,2913,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/SettingsPage.jsx,A,.jsx,3709,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/pages/SettingsPage.module.css,A,.css,1344,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/src/web/routes/.gitkeep,A,,0,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/vercel.json,A,.json,316,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend/vite.config.js,A,.js,358,frontend,allowlisted_public,ok,include,staged blob snapshot
frontend_apk/.gitignore,A,,268,android,allowlisted_public,ok,include,staged blob snapshot
frontend_apk/README.md,A,.md,1027,android,allowlisted_public,ok,include,staged blob snapshot
frontend_apk/vercel.json,A,.json,316,android,allowlisted_public,ok,include,staged blob snapshot
models/.gitkeep,A,,4,model_placeholder,allowlisted_public,ok,include,staged blob snapshot
models/README.md,A,.md,333,model_placeholder,allowlisted_public,ok,include,staged blob snapshot
outputs/.gitkeep,A,,4,output_placeholder,allowlisted_public,ok,include,staged blob snapshot
outputs/README.md,A,.md,195,output_placeholder,allowlisted_public,ok,include,staged blob snapshot
pipelines/README.md,A,.md,1304,docs,allowlisted_public,ok,include,staged blob snapshot
pipelines/crawler/README.md,A,.md,865,docs,allowlisted_public,ok,include,staged blob snapshot
pipelines/dataset/README.md,A,.md,1031,docs,allowlisted_public,ok,include,staged blob snapshot
pipelines/packaging/README.md,A,.md,845,docs,allowlisted_public,ok,include,staged blob snapshot
pipelines/smoke/README.md,A,.md,679,docs,allowlisted_public,ok,include,staged blob snapshot
pipelines/training/README.md,A,.md,926,docs,allowlisted_public,ok,include,staged blob snapshot
requirements.txt,A,.txt,99,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
requirements/crawler.txt,A,.txt,18,backend_dependency,allowlisted_public,ok,include,staged blob snapshot
requirements/loaders.txt,A,.txt,19,backend_dependency,allowlisted_public,ok,include,staged blob snapshot
src/__init__.py,A,.py,0,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
src/clients/.gitkeep,A,,0,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
src/config/__init__.py,A,.py,110,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
src/config/settings.py,A,.py,5068,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
src/crawler/__init__.py,A,.py,0,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
src/crawler/collector.py,A,.py,15074,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
src/crawler/constants.py,A,.py,955,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
src/crawler/gf_collect.py,A,.py,196,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
src/crawler/parser.py,A,.py,6953,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
src/crawler/url_builder.py,A,.py,1683,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
src/loaders/__init__.py,A,.py,0,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
src/loaders/gf_insert.py,A,.py,11477,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
src/utils/.gitkeep,A,,0,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
src/utils/__init__.py,A,.py,0,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
src/utils/webhook.py,A,.py,12323,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
vercel.json,A,.json,156,repository_metadata,allowlisted_public,ok,include,staged blob snapshot
